date,state_code,fips,state_name,total_cases,total_deaths
2020-03-30,CT,9,Connecticut,2571,36
2020-03-31,CT,9,Connecticut,3128,69
2020-04-01,CT,9,Connecticut,3557,85
2020-04-02,CT,9,Connecticut,3824,112
2020-04-03,CT,9,Connecticut,4915,132
2020-04-04,CT,9,Connecticut,5276,165
2020-04-05,CT,9,Connecticut,5675,189
2020-04-06,CT,9,Connecticut,6906,206
2020-04-07,CT,9,Connecticut,7781,277
2020-04-08,CT,9,Connecticut,8781,335
2020-04-09,CT,9,Connecticut,9784,380
2020-04-10,CT,9,Connecticut,10538,448
2020-04-11,CT,9,Connecticut,11510,494
2020-04-12,CT,9,Connecticut,12035,554
2020-04-13,CT,9,Connecticut,13381,602
2020-01-21,DC,11,District of Columbia,0,0
2020-01-22,DC,11,District of Columbia,0,0
2020-01-23,DC,11,District of Columbia,0,0
2020-01-24,DC,11,District of Columbia,0,0
2020-01-25,DC,11,District of Columbia,0,0
2020-01-26,DC,11,District of Columbia,0,0
2020-01-27,DC,11,District of Columbia,0,0
2020-01-28,DC,11,District of Columbia,0,0
2020-01-29,DC,11,District of Columbia,0,0
2020-01-30,DC,11,District of Columbia,0,0
2020-01-31,DC,11,District of Columbia,0,0
2020-02-01,DC,11,District of Columbia,0,0
2020-02-02,DC,11,District of Columbia,0,0
2020-02-03,DC,11,District of Columbia,0,0
2020-02-04,DC,11,District of Columbia,0,0
2020-02-05,DC,11,District of Columbia,0,0
2020-02-06,DC,11,District of Columbia,0,0
2020-02-07,DC,11,District of Columbia,0,0
2020-02-08,DC,11,District of Columbia,0,0
2020-02-09,DC,11,District of Columbia,0,0
2020-02-10,DC,11,District of Columbia,0,0
2020-02-11,DC,11,District of Columbia,0,0
2020-02-12,DC,11,District of Columbia,0,0
2020-02-13,DC,11,District of Columbia,0,0
2020-02-14,DC,11,District of Columbia,0,0
2020-02-15,DC,11,District of Columbia,0,0
2020-02-16,DC,11,District of Columbia,0,0
2020-02-17,DC,11,District of Columbia,0,0
2020-02-18,DC,11,District of Columbia,0,0
2020-02-19,DC,11,District of Columbia,0,0
2020-02-20,DC,11,District of Columbia,0,0
2020-02-21,DC,11,District of Columbia,0,0
2020-02-22,DC,11,District of Columbia,0,0
2020-02-23,DC,11,District of Columbia,0,0
2020-02-24,DC,11,District of Columbia,0,0
2020-02-25,DC,11,District of Columbia,0,0
2020-02-26,DC,11,District of Columbia,0,0
2020-02-27,DC,11,District of Columbia,0,0
2020-02-28,DC,11,District of Columbia,0,0
2020-02-29,DC,11,District of Columbia,0,0
2020-03-01,DC,11,District of Columbia,0,0
2020-03-02,DC,11,District of Columbia,0,0
2020-03-03,DC,11,District of Columbia,0,0
2020-03-04,DC,11,District of Columbia,0,0
2020-03-05,DC,11,District of Columbia,0,0
2020-03-06,DC,11,District of Columbia,0,0
2020-03-07,DC,11,District of Columbia,1,0
2020-03-08,DC,11,District of Columbia,1,0
2020-03-09,DC,11,District of Columbia,4,0
2020-03-10,DC,11,District of Columbia,4,0
2020-03-11,DC,11,District of Columbia,10,0
2020-03-12,DC,11,District of Columbia,10,0
2020-03-13,DC,11,District of Columbia,10,0
2020-03-14,DC,11,District of Columbia,16,0
2020-03-15,DC,11,District of Columbia,17,0
2020-03-16,DC,11,District of Columbia,22,0
2020-03-17,DC,11,District of Columbia,31,0
2020-03-18,DC,11,District of Columbia,36,0
2020-03-19,DC,11,District of Columbia,68,0
2020-03-20,DC,11,District of Columbia,77,1
2020-03-21,DC,11,District of Columbia,98,1
2020-03-22,DC,11,District of Columbia,116,2
2020-03-23,DC,11,District of Columbia,138,2
2020-03-24,DC,11,District of Columbia,183,2
2020-03-25,DC,11,District of Columbia,231,3
2020-03-26,DC,11,District of Columbia,267,3
2020-03-27,DC,11,District of Columbia,304,4
2020-03-28,DC,11,District of Columbia,342,4
2020-03-29,DC,11,District of Columbia,342,4
2020-03-30,DC,11,District of Columbia,495,9
2020-03-31,DC,11,District of Columbia,495,9
2020-04-01,DC,11,District of Columbia,586,11
2020-04-02,DC,11,District of Columbia,653,12
2020-04-03,DC,11,District of Columbia,757,15
2020-04-04,DC,11,District of Columbia,902,21
2020-04-05,DC,11,District of Columbia,998,22
2020-04-06,DC,11,District of Columbia,1097,24
2020-04-07,DC,11,District of Columbia,1211,22
2020-04-08,DC,11,District of Columbia,1440,27
2020-04-09,DC,11,District of Columbia,1523,32
2020-04-10,DC,11,District of Columbia,1660,38
2020-04-11,DC,11,District of Columbia,1778,47
2020-04-12,DC,11,District of Columbia,1875,50
2020-04-13,DC,11,District of Columbia,1955,52
2020-01-21,DE,10,Delaware,0,0
2020-01-22,DE,10,Delaware,0,0
2020-01-23,DE,10,Delaware,0,0
2020-01-24,DE,10,Delaware,0,0
2020-01-25,DE,10,Delaware,0,0
2020-01-26,DE,10,Delaware,0,0
2020-01-27,DE,10,Delaware,0,0
2020-01-28,DE,10,Delaware,0,0
2020-01-29,DE,10,Delaware,0,0
2020-01-30,DE,10,Delaware,0,0
2020-01-31,DE,10,Delaware,0,0
2020-02-01,DE,10,Delaware,0,0
2020-02-02,DE,10,Delaware,0,0
2020-02-03,DE,10,Delaware,0,0
2020-02-04,DE,10,Delaware,0,0
2020-02-05,DE,10,Delaware,0,0
2020-02-06,DE,10,Delaware,0,0
2020-02-07,DE,10,Delaware,0,0
2020-02-08,DE,10,Delaware,0,0
2020-02-09,DE,10,Delaware,0,0
2020-02-10,DE,10,Delaware,0,0
2020-02-11,DE,10,Delaware,0,0
2020-02-12,DE,10,Delaware,0,0
2020-02-13,DE,10,Delaware,0,0
2020-02-14,DE,10,Delaware,0,0
2020-02-15,DE,10,Delaware,0,0
2020-02-16,DE,10,Delaware,0,0
2020-02-17,DE,10,Delaware,0,0
2020-02-18,DE,10,Delaware,0,0
2020-02-19,DE,10,Delaware,0,0
2020-02-20,DE,10,Delaware,0,0
2020-02-21,DE,10,Delaware,0,0
2020-02-22,DE,10,Delaware,0,0
2020-02-23,DE,10,Delaware,0,0
2020-02-24,DE,10,Delaware,0,0
2020-02-25,DE,10,Delaware,0,0
2020-02-26,DE,10,Delaware,0,0
2020-02-27,DE,10,Delaware,0,0
2020-02-28,DE,10,Delaware,0,0
2020-02-29,DE,10,Delaware,0,0
2020-03-01,DE,10,Delaware,0,0
2020-03-02,DE,10,Delaware,0,0
2020-03-03,DE,10,Delaware,0,0
2020-03-04,DE,10,Delaware,0,0
2020-03-05,DE,10,Delaware,0,0
2020-03-06,DE,10,Delaware,0,0
2020-03-07,DE,10,Delaware,0,0
2020-03-08,DE,10,Delaware,0,0
2020-03-09,DE,10,Delaware,0,0
2020-03-10,DE,10,Delaware,0,0
2020-03-11,DE,10,Delaware,1,0
2020-03-12,DE,10,Delaware,4,0
2020-03-13,DE,10,Delaware,4,0
2020-03-14,DE,10,Delaware,4,0
2020-03-15,DE,10,Delaware,7,0
2020-03-16,DE,10,Delaware,8,0
2020-03-17,DE,10,Delaware,16,0
2020-03-18,DE,10,Delaware,26,0
2020-03-19,DE,10,Delaware,30,0
2020-03-20,DE,10,Delaware,39,0
2020-03-21,DE,10,Delaware,45,0
2020-03-22,DE,10,Delaware,56,0
2020-03-23,DE,10,Delaware,87,0
2020-03-24,DE,10,Delaware,104,0
2020-03-25,DE,10,Delaware,119,0
2020-03-26,DE,10,Delaware,143,1
2020-03-27,DE,10,Delaware,165,2
2020-03-28,DE,10,Delaware,214,5
2020-03-29,DE,10,Delaware,232,6
2020-03-30,DE,10,Delaware,264,7
2020-03-31,DE,10,Delaware,319,10
2020-04-01,DE,10,Delaware,368,11
2020-04-02,DE,10,Delaware,393,12
2020-04-03,DE,10,Delaware,450,14
2020-04-04,DE,10,Delaware,593,14
2020-04-05,DE,10,Delaware,673,14
2020-04-06,DE,10,Delaware,783,15
2020-04-07,DE,10,Delaware,928,16
2020-04-08,DE,10,Delaware,1116,19
2020-04-09,DE,10,Delaware,1209,23
2020-04-10,DE,10,Delaware,1326,32
2020-04-11,DE,10,Delaware,1479,33
2020-04-12,DE,10,Delaware,1625,35
2020-04-13,DE,10,Delaware,1761,41
2020-01-21,FL,12,Florida,0,0
2020-01-22,FL,12,Florida,0,0
2020-01-23,FL,12,Florida,0,0
2020-01-24,FL,12,Florida,0,0
2020-01-25,FL,12,Florida,0,0
2020-01-26,FL,12,Florida,0,0
2020-01-27,FL,12,Florida,0,0
2020-01-28,FL,12,Florida,0,0
2020-01-29,FL,12,Florida,0,0
2020-01-30,FL,12,Florida,0,0
2020-01-31,FL,12,Florida,0,0
2020-02-01,FL,12,Florida,0,0
2020-02-02,FL,12,Florida,0,0
2020-02-03,FL,12,Florida,0,0
2020-02-04,FL,12,Florida,0,0
2020-02-05,FL,12,Florida,0,0
2020-02-06,FL,12,Florida,0,0
2020-02-07,FL,12,Florida,0,0
2020-02-08,FL,12,Florida,0,0
2020-02-09,FL,12,Florida,0,0
2020-02-10,FL,12,Florida,0,0
2020-02-11,FL,12,Florida,0,0
2020-02-12,FL,12,Florida,0,0
2020-02-13,FL,12,Florida,0,0
2020-02-14,FL,12,Florida,0,0
2020-02-15,FL,12,Florida,0,0
2020-02-16,FL,12,Florida,0,0
2020-02-17,FL,12,Florida,0,0
2020-02-18,FL,12,Florida,0,0
2020-02-19,FL,12,Florida,0,0
2020-02-20,FL,12,Florida,0,0
2020-02-21,FL,12,Florida,0,0
2020-02-22,FL,12,Florida,0,0
2020-02-23,FL,12,Florida,0,0
2020-02-24,FL,12,Florida,0,0
2020-02-25,FL,12,Florida,0,0
2020-02-26,FL,12,Florida,0,0
2020-02-27,FL,12,Florida,0,0
2020-02-28,FL,12,Florida,0,0
2020-02-29,FL,12,Florida,0,0
2020-03-01,FL,12,Florida,2,0
2020-03-02,FL,12,Florida,2,0
2020-03-03,FL,12,Florida,3,0
2020-03-04,FL,12,Florida,3,0
2020-03-05,FL,12,Florida,4,0
2020-03-06,FL,12,Florida,7,2
2020-03-07,FL,12,Florida,12,2
2020-03-08,FL,12,Florida,13,2
2020-03-09,FL,12,Florida,14,2
2020-03-10,FL,12,Florida,23,2
2020-03-11,FL,12,Florida,26,2
2020-03-12,FL,12,Florida,46,2
2020-03-13,FL,12,Florida,70,2
2020-03-14,FL,12,Florida,70,3
2020-03-15,FL,12,Florida,109,3
2020-03-16,FL,12,Florida,141,4
2020-03-17,FL,12,Florida,210,6
2020-03-18,FL,12,Florida,326,7
2020-03-19,FL,12,Florida,434,8
2020-03-20,FL,12,Florida,564,9
2020-03-21,FL,12,Florida,764,11
2020-03-22,FL,12,Florida,1000,13
2020-03-23,FL,12,Florida,1222,18
2020-03-24,FL,12,Florida,1467,19
2020-03-25,FL,12,Florida,1965,23
2020-03-26,FL,12,Florida,2477,29
2020-03-27,FL,12,Florida,3198,46
2020-03-28,FL,12,Florida,4038,56
2020-03-29,FL,12,Florida,4942,59
2020-03-30,FL,12,Florida,5694,71
2020-03-31,FL,12,Florida,6741,85
2020-04-01,FL,12,Florida,7765,100
2020-04-02,FL,12,Florida,9000,144
2020-04-03,FL,12,Florida,10260,169
2020-04-04,FL,12,Florida,11537,194
2020-04-05,FL,12,Florida,12342,220
2020-04-06,FL,12,Florida,13621,253
2020-04-07,FL,12,Florida,14739,295
2020-04-08,FL,12,Florida,15690,322
2020-04-09,FL,12,Florida,16819,370
2020-04-10,FL,12,Florida,17960,418
2020-04-11,FL,12,Florida,18978,445
2020-04-12,FL,12,Florida,19855,460
2020-04-13,FL,12,Florida,21011,498
2020-01-21,GA,13,Georgia,0,0
2020-01-22,GA,13,Georgia,0,0
2020-01-23,GA,13,Georgia,0,0
2020-01-24,GA,13,Georgia,0,0
2020-01-25,GA,13,Georgia,0,0
2020-01-26,GA,13,Georgia,0,0
2020-01-27,GA,13,Georgia,0,0
2020-01-28,GA,13,Georgia,0,0
2020-01-29,GA,13,Georgia,0,0
2020-01-30,GA,13,Georgia,0,0
2020-01-31,GA,13,Georgia,0,0
2020-02-01,GA,13,Georgia,0,0
2020-02-02,GA,13,Georgia,0,0
2020-02-03,GA,13,Georgia,0,0
2020-02-04,GA,13,Georgia,0,0
2020-02-05,GA,13,Georgia,0,0
2020-02-06,GA,13,Georgia,0,0
2020-02-07,GA,13,Georgia,0,0
2020-02-08,GA,13,Georgia,0,0
2020-02-09,GA,13,Georgia,0,0
2020-02-10,GA,13,Georgia,0,0
2020-02-11,GA,13,Georgia,0,0
2020-02-12,GA,13,Georgia,0,0
2020-02-13,GA,13,Georgia,0,0
2020-02-14,GA,13,Georgia,0,0
2020-02-15,GA,13,Georgia,0,0
2020-02-16,GA,13,Georgia,0,0
2020-02-17,GA,13,Georgia,0,0
2020-02-18,GA,13,Georgia,0,0
2020-02-19,GA,13,Georgia,0,0
2020-02-20,GA,13,Georgia,0,0
2020-02-21,GA,13,Georgia,0,0
2020-02-22,GA,13,Georgia,0,0
2020-02-23,GA,13,Georgia,0,0
2020-02-24,GA,13,Georgia,0,0
2020-02-25,GA,13,Georgia,0,0
2020-02-26,GA,13,Georgia,0,0
2020-02-27,GA,13,Georgia,0,0
2020-02-28,GA,13,Georgia,0,0
2020-02-29,GA,13,Georgia,0,0
2020-03-01,GA,13,Georgia,0,0
2020-03-02,GA,13,Georgia,2,0
2020-03-03,GA,13,Georgia,2,0
2020-03-04,GA,13,Georgia,2,0
2020-03-05,GA,13,Georgia,2,0
2020-03-06,GA,13,Georgia,3,0
2020-03-07,GA,13,Georgia,7,0
2020-03-08,GA,13,Georgia,11,0
2020-03-09,GA,13,Georgia,17,0
2020-03-10,GA,13,Georgia,22,0
2020-03-11,GA,13,Georgia,31,0
2020-03-12,GA,13,Georgia,31,1
2020-03-13,GA,13,Georgia,41,1
2020-03-14,GA,13,Georgia,65,1
2020-03-15,GA,13,Georgia,97,1
2020-03-16,GA,13,Georgia,118,1
2020-03-17,GA,13,Georgia,142,1
2020-03-18,GA,13,Georgia,193,3
2020-03-19,GA,13,Georgia,282,10
2020-03-20,GA,13,Georgia,482,14
2020-03-21,GA,13,Georgia,552,20
2020-03-22,GA,13,Georgia,620,25
2020-03-23,GA,13,Georgia,800,25
2020-03-24,GA,13,Georgia,1097,38
2020-03-25,GA,13,Georgia,1387,47
2020-03-26,GA,13,Georgia,1643,56
2020-03-27,GA,13,Georgia,2198,64
2020-03-28,GA,13,Georgia,2447,79
2020-03-29,GA,13,Georgia,2683,83
2020-03-30,GA,13,Georgia,3032,102
2020-03-31,GA,13,Georgia,4117,125
2020-04-01,GA,13,Georgia,4748,154
2020-04-02,GA,13,Georgia,5444,176
2020-04-03,GA,13,Georgia,5967,198
2020-04-04,GA,13,Georgia,6383,208
2020-04-05,GA,13,Georgia,6742,219
2020-04-06,GA,13,Georgia,7558,294
2020-04-07,GA,13,Georgia,9156,348
2020-04-08,GA,13,Georgia,10204,370
2020-04-09,GA,13,Georgia,10885,412
2020-04-10,GA,13,Georgia,11859,425
2020-04-11,GA,13,Georgia,12261,432
2020-04-12,GA,13,Georgia,12103,438
2020-04-13,GA,13,Georgia,13125,479
2020-01-21,GU,66,Guam,0,0
2020-01-22,GU,66,Guam,0,0
2020-01-23,GU,66,Guam,0,0
2020-01-24,GU,66,Guam,0,0
2020-01-25,GU,66,Guam,0,0
2020-01-26,GU,66,Guam,0,0
2020-01-27,GU,66,Guam,0,0
2020-01-28,GU,66,Guam,0,0
2020-01-29,GU,66,Guam,0,0
2020-01-30,GU,66,Guam,0,0
2020-01-31,GU,66,Guam,0,0
2020-02-01,GU,66,Guam,0,0
2020-02-02,GU,66,Guam,0,0
2020-02-03,GU,66,Guam,0,0
2020-02-04,GU,66,Guam,0,0
2020-02-05,GU,66,Guam,0,0
2020-02-06,GU,66,Guam,0,0
2020-02-07,GU,66,Guam,0,0
2020-02-08,GU,66,Guam,0,0
2020-02-09,GU,66,Guam,0,0
2020-02-10,GU,66,Guam,0,0
2020-02-11,GU,66,Guam,0,0
2020-02-12,GU,66,Guam,0,0
2020-02-13,GU,66,Guam,0,0
2020-02-14,GU,66,Guam,0,0
2020-02-15,GU,66,Guam,0,0
2020-02-16,GU,66,Guam,0,0
2020-02-17,GU,66,Guam,0,0
2020-02-18,GU,66,Guam,0,0
2020-02-19,GU,66,Guam,0,0
2020-02-20,GU,66,Guam,0,0
2020-02-21,GU,66,Guam,0,0
2020-02-22,GU,66,Guam,0,0
2020-02-23,GU,66,Guam,0,0
2020-02-24,GU,66,Guam,0,0
2020-02-25,GU,66,Guam,0,0
2020-02-26,GU,66,Guam,0,0
2020-02-27,GU,66,Guam,0,0
2020-02-28,GU,66,Guam,0,0
2020-02-29,GU,66,Guam,0,0
2020-03-01,GU,66,Guam,0,0
2020-03-02,GU,66,Guam,0,0
2020-03-03,GU,66,Guam,0,0
2020-03-04,GU,66,Guam,0,0
2020-03-05,GU,66,Guam,0,0
2020-03-06,GU,66,Guam,0,0
2020-03-07,GU,66,Guam,0,0
2020-03-08,GU,66,Guam,0,0
2020-03-09,GU,66,Guam,0,0
2020-03-10,GU,66,Guam,0,0
2020-03-11,GU,66,Guam,0,0
2020-03-12,GU,66,Guam,0,0
2020-03-13,GU,66,Guam,0,0
2020-03-14,GU,66,Guam,0,0
2020-03-15,GU,66,Guam,3,0
2020-03-16,GU,66,Guam,3,0
2020-03-17,GU,66,Guam,3,0
2020-03-18,GU,66,Guam,8,0
2020-03-19,GU,66,Guam,12,0
2020-03-20,GU,66,Guam,14,0
2020-03-21,GU,66,Guam,15,0
2020-03-22,GU,66,Guam,27,1
2020-03-23,GU,66,Guam,29,1
2020-03-24,GU,66,Guam,32,1
2020-03-25,GU,66,Guam,32,1
2020-03-26,GU,66,Guam,49,1
2020-03-27,GU,66,Guam,53,1
2020-03-28,GU,66,Guam,57,1
2020-03-29,GU,66,Guam,58,1
2020-03-30,GU,66,Guam,60,1
2020-03-31,GU,66,Guam,139,2
2020-04-01,GU,66,Guam,147,3
2020-04-02,GU,66,Guam,152,3
2020-04-03,GU,66,Guam,154,4
2020-04-04,GU,66,Guam,223,4
2020-04-05,GU,66,Guam,265,4
2020-04-06,GU,66,Guam,266,4
2020-04-07,GU,66,Guam,274,4
2020-04-08,GU,66,Guam,409,4
2020-04-09,GU,66,Guam,542,4
2020-04-10,GU,66,Guam,577,4
2020-04-11,GU,66,Guam,681,5
2020-04-12,GU,66,Guam,716,5
2020-04-13,GU,66,Guam,716,6
2020-01-21,HI,15,Hawaii,0,0
2020-01-22,HI,15,Hawaii,0,0
2020-01-23,HI,15,Hawaii,0,0
2020-01-24,HI,15,Hawaii,0,0
2020-01-25,HI,15,Hawaii,0,0
2020-01-26,HI,15,Hawaii,0,0
2020-01-27,HI,15,Hawaii,0,0
2020-01-28,HI,15,Hawaii,0,0
2020-01-29,HI,15,Hawaii,0,0
2020-01-30,HI,15,Hawaii,0,0
2020-01-31,HI,15,Hawaii,0,0
2020-02-01,HI,15,Hawaii,0,0
2020-02-02,HI,15,Hawaii,0,0
2020-02-03,HI,15,Hawaii,0,0
2020-02-04,HI,15,Hawaii,0,0
2020-02-05,HI,15,Hawaii,0,0
2020-02-06,HI,15,Hawaii,0,0
2020-02-07,HI,15,Hawaii,0,0
2020-02-08,HI,15,Hawaii,0,0
2020-02-09,HI,15,Hawaii,0,0
2020-02-10,HI,15,Hawaii,0,0
2020-02-11,HI,15,Hawaii,0,0
2020-02-12,HI,15,Hawaii,0,0
2020-02-13,HI,15,Hawaii,0,0
2020-02-14,HI,15,Hawaii,0,0
2020-02-15,HI,15,Hawaii,0,0
2020-02-16,HI,15,Hawaii,0,0
2020-02-17,HI,15,Hawaii,0,0
2020-02-18,HI,15,Hawaii,0,0
2020-02-19,HI,15,Hawaii,0,0
2020-02-20,HI,15,Hawaii,0,0
2020-02-21,HI,15,Hawaii,0,0
2020-02-22,HI,15,Hawaii,0,0
2020-02-23,HI,15,Hawaii,0,0
2020-02-24,HI,15,Hawaii,0,0
2020-02-25,HI,15,Hawaii,0,0
2020-02-26,HI,15,Hawaii,0,0
2020-02-27,HI,15,Hawaii,0,0
2020-02-28,HI,15,Hawaii,0,0
2020-02-29,HI,15,Hawaii,0,0
2020-03-01,HI,15,Hawaii,0,0
2020-03-02,HI,15,Hawaii,0,0
2020-03-03,HI,15,Hawaii,0,0
2020-03-04,HI,15,Hawaii,0,0
2020-03-05,HI,15,Hawaii,0,0
2020-03-06,HI,15,Hawaii,1,0
2020-03-07,HI,15,Hawaii,1,0
2020-03-08,HI,15,Hawaii,2,0
2020-03-09,HI,15,Hawaii,2,0
2020-03-10,HI,15,Hawaii,2,0
2020-03-11,HI,15,Hawaii,2,0
2020-03-12,HI,15,Hawaii,2,0
2020-03-13,HI,15,Hawaii,2,0
2020-03-14,HI,15,Hawaii,4,0
2020-03-15,HI,15,Hawaii,7,0
2020-03-16,HI,15,Hawaii,10,0
2020-03-17,HI,15,Hawaii,14,0
2020-03-18,HI,15,Hawaii,16,0
2020-03-19,HI,15,Hawaii,26,0
2020-03-20,HI,15,Hawaii,37,0
2020-03-21,HI,15,Hawaii,48,0
2020-03-22,HI,15,Hawaii,56,0
2020-03-23,HI,15,Hawaii,77,0
2020-03-24,HI,15,Hawaii,90,0
2020-03-25,HI,15,Hawaii,95,0
2020-03-26,HI,15,Hawaii,106,0
2020-03-27,HI,15,Hawaii,120,0
2020-03-28,HI,15,Hawaii,151,0
2020-03-29,HI,15,Hawaii,175,0
2020-03-30,HI,15,Hawaii,204,0
2020-03-31,HI,15,Hawaii,224,1
2020-04-01,HI,15,Hawaii,258,1
2020-04-02,HI,15,Hawaii,283,2
2020-04-03,HI,15,Hawaii,317,3
2020-04-04,HI,15,Hawaii,349,3
2020-04-05,HI,15,Hawaii,369,4
2020-04-06,HI,15,Hawaii,385,5
2020-04-07,HI,15,Hawaii,408,5
2020-04-08,HI,15,Hawaii,433,5
2020-04-09,HI,15,Hawaii,440,6
2020-04-10,HI,15,Hawaii,463,8
2020-04-11,HI,15,Hawaii,484,8
2020-04-12,HI,15,Hawaii,497,9
2020-04-13,HI,15,Hawaii,502,9
2020-01-21,IA,19,Iowa,0,0
2020-01-22,IA,19,Iowa,0,0
2020-01-23,IA,19,Iowa,0,0
2020-01-24,IA,19,Iowa,0,0
2020-01-25,IA,19,Iowa,0,0
2020-01-26,IA,19,Iowa,0,0
2020-01-27,IA,19,Iowa,0,0
2020-01-28,IA,19,Iowa,0,0
2020-01-29,IA,19,Iowa,0,0
2020-01-30,IA,19,Iowa,0,0
2020-01-31,IA,19,Iowa,0,0
2020-02-01,IA,19,Iowa,0,0
2020-02-02,IA,19,Iowa,0,0
2020-02-03,IA,19,Iowa,0,0
2020-02-04,IA,19,Iowa,0,0
2020-02-05,IA,19,Iowa,0,0
2020-02-06,IA,19,Iowa,0,0
2020-02-07,IA,19,Iowa,0,0
2020-02-08,IA,19,Iowa,0,0
2020-02-09,IA,19,Iowa,0,0
2020-02-10,IA,19,Iowa,0,0
2020-02-11,IA,19,Iowa,0,0
2020-02-12,IA,19,Iowa,0,0
2020-02-13,IA,19,Iowa,0,0
2020-02-14,IA,19,Iowa,0,0
2020-02-15,IA,19,Iowa,0,0
2020-02-16,IA,19,Iowa,0,0
2020-02-17,IA,19,Iowa,0,0
2020-02-18,IA,19,Iowa,0,0
2020-02-19,IA,19,Iowa,0,0
2020-02-20,IA,19,Iowa,0,0
2020-02-21,IA,19,Iowa,0,0
2020-02-22,IA,19,Iowa,0,0
2020-02-23,IA,19,Iowa,0,0
2020-02-24,IA,19,Iowa,0,0
2020-02-25,IA,19,Iowa,0,0
2020-02-26,IA,19,Iowa,0,0
2020-02-27,IA,19,Iowa,0,0
2020-02-28,IA,19,Iowa,0,0
2020-02-29,IA,19,Iowa,0,0
2020-03-01,IA,19,Iowa,0,0
2020-03-02,IA,19,Iowa,0,0
2020-03-03,IA,19,Iowa,0,0
2020-03-04,IA,19,Iowa,0,0
2020-03-05,IA,19,Iowa,0,0
2020-03-06,IA,19,Iowa,0,0
2020-03-07,IA,19,Iowa,0,0
2020-03-08,IA,19,Iowa,3,0
2020-03-09,IA,19,Iowa,8,0
2020-03-10,IA,19,Iowa,13,0
2020-03-11,IA,19,Iowa,14,0
2020-03-12,IA,19,Iowa,16,0
2020-03-13,IA,19,Iowa,17,0
2020-03-14,IA,19,Iowa,18,0
2020-03-15,IA,19,Iowa,22,0
2020-03-16,IA,19,Iowa,22,0
2020-03-17,IA,19,Iowa,29,0
2020-03-18,IA,19,Iowa,38,0
2020-03-19,IA,19,Iowa,44,0
2020-03-20,IA,19,Iowa,45,0
2020-03-21,IA,19,Iowa,68,0
2020-03-22,IA,19,Iowa,90,0
2020-03-23,IA,19,Iowa,105,0
2020-03-24,IA,19,Iowa,124,1
2020-03-25,IA,19,Iowa,145,1
2020-03-26,IA,19,Iowa,179,1
2020-03-27,IA,19,Iowa,235,3
2020-03-28,IA,19,Iowa,298,3
2020-03-29,IA,19,Iowa,336,4
2020-03-30,IA,19,Iowa,424,6
2020-03-31,IA,19,Iowa,498,7
2020-04-01,IA,19,Iowa,549,9
2020-04-02,IA,19,Iowa,614,11
2020-04-03,IA,19,Iowa,699,11
2020-04-04,IA,19,Iowa,786,11
2020-04-05,IA,19,Iowa,868,22
2020-04-06,IA,19,Iowa,946,25
2020-04-07,IA,19,Iowa,1048,26
2020-04-08,IA,19,Iowa,1145,27
2020-04-09,IA,19,Iowa,1270,27
2020-04-10,IA,19,Iowa,1388,31
2020-04-11,IA,19,Iowa,1510,34
2020-04-12,IA,19,Iowa,1587,41
2020-04-13,IA,19,Iowa,1710,44
2020-01-21,ID,16,Idaho,0,0
2020-01-22,ID,16,Idaho,0,0
2020-01-23,ID,16,Idaho,0,0
2020-01-24,ID,16,Idaho,0,0
2020-01-25,ID,16,Idaho,0,0
2020-01-26,ID,16,Idaho,0,0
2020-01-27,ID,16,Idaho,0,0
2020-01-28,ID,16,Idaho,0,0
2020-01-29,ID,16,Idaho,0,0
2020-01-30,ID,16,Idaho,0,0
2020-01-31,ID,16,Idaho,0,0
2020-02-01,ID,16,Idaho,0,0
2020-02-02,ID,16,Idaho,0,0
2020-02-03,ID,16,Idaho,0,0
2020-02-04,ID,16,Idaho,0,0
2020-02-05,ID,16,Idaho,0,0
2020-02-06,ID,16,Idaho,0,0
2020-02-07,ID,16,Idaho,0,0
2020-02-08,ID,16,Idaho,0,0
2020-02-09,ID,16,Idaho,0,0
2020-02-10,ID,16,Idaho,0,0
2020-02-11,ID,16,Idaho,0,0
2020-02-12,ID,16,Idaho,0,0
2020-02-13,ID,16,Idaho,0,0
2020-02-14,ID,16,Idaho,0,0
2020-02-15,ID,16,Idaho,0,0
2020-02-16,ID,16,Idaho,0,0
2020-02-17,ID,16,Idaho,0,0
2020-02-18,ID,16,Idaho,0,0
2020-02-19,ID,16,Idaho,0,0
2020-02-20,ID,16,Idaho,0,0
2020-02-21,ID,16,Idaho,0,0
2020-02-22,ID,16,Idaho,0,0
2020-02-23,ID,16,Idaho,0,0
2020-02-24,ID,16,Idaho,0,0
2020-02-25,ID,16,Idaho,0,0
2020-02-26,ID,16,Idaho,0,0
2020-02-27,ID,16,Idaho,0,0
2020-02-28,ID,16,Idaho,0,0
2020-02-29,ID,16,Idaho,0,0
2020-03-01,ID,16,Idaho,0,0
2020-03-02,ID,16,Idaho,0,0
2020-03-03,ID,16,Idaho,0,0
2020-03-04,ID,16,Idaho,0,0
2020-03-05,ID,16,Idaho,0,0
2020-03-06,ID,16,Idaho,0,0
2020-03-07,ID,16,Idaho,0,0
2020-03-08,ID,16,Idaho,0,0
2020-03-09,ID,16,Idaho,0,0
2020-03-10,ID,16,Idaho,0,0
2020-03-11,ID,16,Idaho,0,0
2020-03-12,ID,16,Idaho,0,0
2020-03-13,ID,16,Idaho,1,0
2020-03-14,ID,16,Idaho,5,0
