date,country_code,country_name,total_cases,total_deaths
2020-02-06,ALB,Albania,0,0
2020-02-07,ALB,Albania,0,0
2020-02-08,ALB,Albania,0,0
2020-02-09,ALB,Albania,0,0
2020-02-10,ALB,Albania,0,0
2020-02-11,ALB,Albania,0,0
2020-02-12,ALB,Albania,0,0
2020-02-13,ALB,Albania,0,0
2020-02-14,ALB,Albania,0,0
2020-02-15,ALB,Albania,0,0
2020-02-16,ALB,Albania,0,0
2020-02-17,ALB,Albania,0,0
2020-02-18,ALB,Albania,0,0
2020-02-19,ALB,Albania,0,0
2020-02-20,ALB,Albania,0,0
2020-02-21,ALB,Albania,0,0
2020-02-22,ALB,Albania,0,0
2020-02-23,ALB,Albania,0,0
2020-02-24,ALB,Albania,0,0
2020-02-25,ALB,Albania,0,0
2020-02-26,ALB,Albania,0,0
2020-02-27,ALB,Albania,0,0
2020-02-28,ALB,Albania,0,0
2020-02-29,ALB,Albania,0,0
2020-03-01,ALB,Albania,0,0
2020-03-02,ALB,Albania,0,0
2020-03-03,ALB,Albania,0,0
2020-03-04,ALB,Albania,0,0
2020-03-05,ALB,Albania,0,0
2020-03-06,ALB,Albania,0,0
2020-03-07,ALB,Albania,0,0
2020-03-08,ALB,Albania,0,0
2020-03-09,ALB,Albania,2,0
2020-03-10,ALB,Albania,2,0
2020-03-11,ALB,Albania,10,0
2020-03-12,ALB,Albania,10,0
2020-03-13,ALB,Albania,23,0
2020-03-14,ALB,Albania,33,1
2020-03-15,ALB,Albania,38,1
2020-03-16,ALB,Albania,42,1
2020-03-17,ALB,Albania,51,1
2020-01-21,AND,Andorra,0,0
2020-01-22,AND,Andorra,0,0
2020-01-23,AND,Andorra,0,0
2020-01-24,AND,Andorra,0,0
2020-01-25,AND,Andorra,0,0
2020-01-26,AND,Andorra,0,0
2020-01-27,AND,Andorra,0,0
2020-01-28,AND,Andorra,0,0
2020-01-29,AND,Andorra,0,0
2020-01-30,AND,Andorra,0,0
2020-01-31,AND,Andorra,0,0
2020-02-01,AND,Andorra,0,0
2020-02-02,AND,Andorra,0,0
2020-02-03,AND,Andorra,0,0
2020-02-04,AND,Andorra,0,0
2020-02-05,AND,Andorra,0,0
2020-02-06,AND,Andorra,0,0
2020-02-07,AND,Andorra,0,0
2020-02-08,AND,Andorra,0,0
2020-02-09,AND,Andorra,0,0
2020-02-10,AND,Andorra,0,0
2020-02-11,AND,Andorra,0,0
2020-02-12,AND,Andorra,0,0
2020-02-13,AND,Andorra,0,0
2020-02-14,AND,Andorra,0,0
2020-02-15,AND,Andorra,0,0
2020-02-16,AND,Andorra,0,0
2020-02-17,AND,Andorra,0,0
2020-02-18,AND,Andorra,0,0
2020-02-19,AND,Andorra,0,0
2020-02-20,AND,Andorra,0,0
2020-02-21,AND,Andorra,0,0
2020-02-22,AND,Andorra,0,0
2020-02-23,AND,Andorra,0,0
2020-02-24,AND,Andorra,0,0
2020-02-25,AND,Andorra,0,0
2020-02-26,AND,Andorra,0,0
2020-02-27,AND,Andorra,0,0
2020-02-28,AND,Andorra,0,0
2020-02-29,AND,Andorra,0,0
2020-03-01,AND,Andorra,0,0
2020-03-02,AND,Andorra,0,0
2020-03-03,AND,Andorra,1,0
2020-03-04,AND,Andorra,1,0
2020-03-05,AND,Andorra,1,0
2020-03-06,AND,Andorra,1,0
2020-03-07,AND,Andorra,1,0
2020-03-08,AND,Andorra,1,0
2020-03-09,AND,Andorra,1,0
2020-03-10,AND,Andorra,1,0
2020-03-11,AND,Andorra,1,0
2020-03-12,AND,Andorra,1,0
2020-03-13,AND,Andorra,1,0
2020-03-14,AND,Andorra,2,0
2020-03-15,AND,Andorra,2,0
2020-03-16,AND,Andorra,2,0
2020-03-17,AND,Andorra,14,0
2020-01-21,ARE,United Arab Emirates,0,0
2020-01-22,ARE,United Arab Emirates,0,0
2020-01-23,ARE,United Arab Emirates,0,0
2020-01-24,ARE,United Arab Emirates,0,0
2020-01-25,ARE,United Arab Emirates,0,0
2020-01-26,ARE,United Arab Emirates,0,0
2020-01-27,ARE,United Arab Emirates,0,0
2020-01-28,ARE,United Arab Emirates,0,0
2020-01-29,ARE,United Arab Emirates,4,0
2020-01-30,ARE,United Arab Emirates,4,0
2020-01-31,ARE,United Arab Emirates,4,0
2020-02-01,ARE,United Arab Emirates,4,0
2020-02-02,ARE,United Arab Emirates,5,0
2020-02-03,ARE,United Arab Emirates,5,0
2020-02-04,ARE,United Arab Emirates,5,0
2020-02-05,ARE,United Arab Emirates,5,0
2020-02-06,ARE,United Arab Emirates,5,0
2020-02-07,ARE,United Arab Emirates,5,0
2020-02-08,ARE,United Arab Emirates,7,0
2020-02-09,ARE,United Arab Emirates,7,0
2020-02-10,ARE,United Arab Emirates,7,0
2020-02-11,ARE,United Arab Emirates,8,0
2020-02-12,ARE,United Arab Emirates,8,0
2020-02-13,ARE,United Arab Emirates,8,0
2020-02-14,ARE,United Arab Emirates,8,0
2020-02-15,ARE,United Arab Emirates,8,0
2020-02-16,ARE,United Arab Emirates,8,0
2020-02-17,ARE,United Arab Emirates,9,0
2020-02-18,ARE,United Arab Emirates,9,0
2020-02-19,ARE,United Arab Emirates,9,0
2020-02-20,ARE,United Arab Emirates,9,0
2020-02-21,ARE,United Arab Emirates,9,0
2020-02-22,ARE,United Arab Emirates,11,0
2020-02-23,ARE,United Arab Emirates,13,0
2020-02-24,ARE,United Arab Emirates,13,0
2020-02-25,ARE,United Arab Emirates,13,0
2020-02-26,ARE,United Arab Emirates,13,0
2020-02-27,ARE,United Arab Emirates,13,0
2020-02-28,ARE,United Arab Emirates,19,0
2020-02-29,ARE,United Arab Emirates,19,0
2020-03-01,ARE,United Arab Emirates,19,0
2020-03-02,ARE,United Arab Emirates,21,0
2020-03-03,ARE,United Arab Emirates,21,0
2020-03-04,ARE,United Arab Emirates,27,0
2020-03-05,ARE,United Arab Emirates,27,0
2020-03-06,ARE,United Arab Emirates,27,0
2020-03-07,ARE,United Arab Emirates,45,0
2020-03-08,ARE,United Arab Emirates,45,0
2020-03-09,ARE,United Arab Emirates,45,0
2020-03-10,ARE,United Arab Emirates,59,0
2020-03-11,ARE,United Arab Emirates,74,0
2020-03-12,ARE,United Arab Emirates,74,0
2020-03-13,ARE,United Arab Emirates,85,0
2020-03-14,ARE,United Arab Emirates,85,0
2020-03-15,ARE,United Arab Emirates,85,0
2020-03-16,ARE,United Arab Emirates,98,0
2020-03-17,ARE,United Arab Emirates,98,0
2020-01-21,ARG,Argentina,0,0
2020-01-22,ARG,Argentina,0,0
2020-01-23,ARG,Argentina,0,0
2020-01-24,ARG,Argentina,0,0
2020-01-25,ARG,Argentina,0,0
2020-01-26,ARG,Argentina,0,0
2020-01-27,ARG,Argentina,0,0
2020-01-28,ARG,Argentina,0,0
2020-01-29,ARG,Argentina,0,0
2020-01-30,ARG,Argentina,0,0
2020-01-31,ARG,Argentina,0,0
2020-02-01,ARG,Argentina,0,0
2020-02-02,ARG,Argentina,0,0
2020-02-03,ARG,Argentina,0,0
2020-02-04,ARG,Argentina,0,0
2020-02-05,ARG,Argentina,0,0
2020-02-06,ARG,Argentina,0,0
2020-02-07,ARG,Argentina,0,0
2020-02-08,ARG,Argentina,0,0
2020-02-09,ARG,Argentina,0,0
2020-02-10,ARG,Argentina,0,0
2020-02-11,ARG,Argentina,0,0
2020-02-12,ARG,Argentina,0,0
2020-02-13,ARG,Argentina,0,0
2020-02-14,ARG,Argentina,0,0
2020-02-15,ARG,Argentina,0,0
2020-02-16,ARG,Argentina,0,0
2020-02-17,ARG,Argentina,0,0
2020-02-18,ARG,Argentina,0,0
2020-02-19,ARG,Argentina,0,0
2020-02-20,ARG,Argentina,0,0
2020-02-21,ARG,Argentina,0,0
2020-02-22,ARG,Argentina,0,0
2020-02-23,ARG,Argentina,0,0
2020-02-24,ARG,Argentina,0,0
2020-02-25,ARG,Argentina,0,0
2020-02-26,ARG,Argentina,0,0
2020-02-27,ARG,Argentina,0,0
2020-02-28,ARG,Argentina,0,0
2020-02-29,ARG,Argentina,0,0
2020-03-01,ARG,Argentina,0,0
2020-03-02,ARG,Argentina,0,0
2020-03-03,ARG,Argentina,0,0
2020-03-04,ARG,Argentina,1,0
2020-03-05,ARG,Argentina,1,0
2020-03-06,ARG,Argentina,1,0
2020-03-07,ARG,Argentina,2,0
2020-03-08,ARG,Argentina,9,1
2020-03-09,ARG,Argentina,12,1
2020-03-10,ARG,Argentina,12,1
2020-03-11,ARG,Argentina,17,1
2020-03-12,ARG,Argentina,19,1
2020-03-13,ARG,Argentina,31,1
2020-03-14,ARG,Argentina,34,2
2020-03-15,ARG,Argentina,45,2
2020-03-16,ARG,Argentina,56,2
2020-03-17,ARG,Argentina,65,2
2020-01-21,ARM,Armenia,0,0
2020-01-22,ARM,Armenia,0,0
2020-01-23,ARM,Armenia,0,0
2020-01-24,ARM,Armenia,0,0
2020-01-25,ARM,Armenia,0,0
2020-01-26,ARM,Armenia,0,0
2020-01-27,ARM,Armenia,0,0
2020-01-28,ARM,Armenia,0,0
2020-01-29,ARM,Armenia,0,0
2020-01-30,ARM,Armenia,0,0
2020-01-31,ARM,Armenia,0,0
2020-02-01,ARM,Armenia,0,0
2020-02-02,ARM,Armenia,0,0
2020-02-03,ARM,Armenia,0,0
2020-02-04,ARM,Armenia,0,0
2020-02-05,ARM,Armenia,0,0
2020-02-06,ARM,Armenia,0,0
2020-02-07,ARM,Armenia,0,0
2020-02-08,ARM,Armenia,0,0
2020-02-09,ARM,Armenia,0,0
2020-02-10,ARM,Armenia,0,0
2020-02-11,ARM,Armenia,0,0
2020-02-12,ARM,Armenia,0,0
2020-02-13,ARM,Armenia,0,0
2020-02-14,ARM,Armenia,0,0
2020-02-15,ARM,Armenia,0,0
2020-02-16,ARM,Armenia,0,0
2020-02-17,ARM,Armenia,0,0
2020-02-18,ARM,Armenia,0,0
2020-02-19,ARM,Armenia,0,0
2020-02-20,ARM,Armenia,0,0
2020-02-21,ARM,Armenia,0,0
2020-02-22,ARM,Armenia,0,0
2020-02-23,ARM,Armenia,0,0
2020-02-24,ARM,Armenia,0,0
2020-02-25,ARM,Armenia,0,0
2020-02-26,ARM,Armenia,0,0
2020-02-27,ARM,Armenia,0,0
2020-02-28,ARM,Armenia,0,0
2020-02-29,ARM,Armenia,0,0
2020-03-01,ARM,Armenia,0,0
2020-03-02,ARM,Armenia,1,0
2020-03-03,ARM,Armenia,1,0
2020-03-04,ARM,Armenia,1,0
2020-03-05,ARM,Armenia,1,0
2020-03-06,ARM,Armenia,1,0
2020-03-07,ARM,Armenia,1,0
2020-03-08,ARM,Armenia,1,0
2020-03-09,ARM,Armenia,1,0
2020-03-10,ARM,Armenia,1,0
2020-03-11,ARM,Armenia,1,0
2020-03-12,ARM,Armenia,1,0
2020-03-13,ARM,Armenia,1,0
2020-03-14,ARM,Armenia,8,0
2020-03-15,ARM,Armenia,8,0
2020-03-16,ARM,Armenia,26,0
2020-03-17,ARM,Armenia,52,0
2020-01-21,ATG,Antigua and Barbuda,0,0
2020-01-22,ATG,Antigua and Barbuda,0,0
2020-01-23,ATG,Antigua and Barbuda,0,0
2020-01-24,ATG,Antigua and Barbuda,0,0
2020-01-25,ATG,Antigua and Barbuda,0,0
2020-01-26,ATG,Antigua and Barbuda,0,0
2020-01-27,ATG,Antigua and Barbuda,0,0
2020-01-28,ATG,Antigua and Barbuda,0,0
2020-01-29,ATG,Antigua and Barbuda,0,0
2020-01-30,ATG,Antigua and Barbuda,0,0
2020-01-31,ATG,Antigua and Barbuda,0,0
2020-02-01,ATG,Antigua and Barbuda,0,0
2020-02-02,ATG,Antigua and Barbuda,0,0
2020-02-03,ATG,Antigua and Barbuda,0,0
2020-02-04,ATG,Antigua and Barbuda,0,0
2020-02-05,ATG,Antigua and Barbuda,0,0
2020-02-06,ATG,Antigua and Barbuda,0,0
2020-02-07,ATG,Antigua and Barbuda,0,0
2020-02-08,ATG,Antigua and Barbuda,0,0
2020-02-09,ATG,Antigua and Barbuda,0,0
2020-02-10,ATG,Antigua and Barbuda,0,0
2020-02-11,ATG,Antigua and Barbuda,0,0
2020-02-12,ATG,Antigua and Barbuda,0,0
2020-02-13,ATG,Antigua and Barbuda,0,0
2020-02-14,ATG,Antigua and Barbuda,0,0
2020-02-15,ATG,Antigua and Barbuda,0,0
2020-02-16,ATG,Antigua and Barbuda,0,0
2020-02-17,ATG,Antigua and Barbuda,0,0
2020-02-18,ATG,Antigua and Barbuda,0,0
2020-02-19,ATG,Antigua and Barbuda,0,0
2020-02-20,ATG,Antigua and Barbuda,0,0
2020-02-21,ATG,Antigua and Barbuda,0,0
2020-02-22,ATG,Antigua and Barbuda,0,0
2020-02-23,ATG,Antigua and Barbuda,0,0
2020-02-24,ATG,Antigua and Barbuda,0,0
2020-02-25,ATG,Antigua and Barbuda,0,0
2020-02-26,ATG,Antigua and Barbuda,0,0
2020-02-27,ATG,Antigua and Barbuda,0,0
2020-02-28,ATG,Antigua and Barbuda,0,0
2020-02-29,ATG,Antigua and Barbuda,0,0
2020-03-01,ATG,Antigua and Barbuda,0,0
2020-03-02,ATG,Antigua and Barbuda,0,0
2020-03-03,ATG,Antigua and Barbuda,0,0
2020-03-04,ATG,Antigua and Barbuda,0,0
2020-03-05,ATG,Antigua and Barbuda,0,0
2020-03-06,ATG,Antigua and Barbuda,0,0
2020-03-07,ATG,Antigua and Barbuda,0,0
2020-03-08,ATG,Antigua and Barbuda,0,0
2020-03-09,ATG,Antigua and Barbuda,0,0
2020-03-10,ATG,Antigua and Barbuda,0,0
2020-03-11,ATG,Antigua and Barbuda,0,0
2020-03-12,ATG,Antigua and Barbuda,0,0
2020-03-13,ATG,Antigua and Barbuda,0,0
2020-03-14,ATG,Antigua and Barbuda,1,0
2020-03-15,ATG,Antigua and Barbuda,1,0
2020-03-16,ATG,Antigua and Barbuda,1,0
2020-03-17,ATG,Antigua and Barbuda,1,0
2020-01-21,AUS,Australia,0,0
2020-01-22,AUS,Australia,0,0
2020-01-23,AUS,Australia,0,0
2020-01-24,AUS,Australia,0,0
2020-01-25,AUS,Australia,3,0
2020-01-26,AUS,Australia,4,0
2020-01-27,AUS,Australia,4,0
2020-01-28,AUS,Australia,5,0
2020-01-29,AUS,Australia,7,0
2020-01-30,AUS,Australia,7,0
2020-01-31,AUS,Australia,9,0
2020-02-01,AUS,Australia,12,0
2020-02-02,AUS,Australia,12,0
2020-02-03,AUS,Australia,12,0
2020-02-04,AUS,Australia,12,0
2020-02-05,AUS,Australia,13,0
2020-02-06,AUS,Australia,14,0
2020-02-07,AUS,Australia,15,0
2020-02-08,AUS,Australia,15,0
2020-02-09,AUS,Australia,15,0
2020-02-10,AUS,Australia,15,0
2020-02-11,AUS,Australia,15,0
2020-02-12,AUS,Australia,15,0
2020-02-13,AUS,Australia,15,0
2020-02-14,AUS,Australia,15,0
2020-02-15,AUS,Australia,15,0
2020-02-16,AUS,Australia,15,0
2020-02-17,AUS,Australia,15,0
2020-02-18,AUS,Australia,15,0
2020-02-19,AUS,Australia,15,0
2020-02-20,AUS,Australia,15,0
2020-02-21,AUS,Australia,17,0
2020-02-22,AUS,Australia,21,0
2020-02-23,AUS,Australia,22,0
2020-02-24,AUS,Australia,22,0
2020-02-25,AUS,Australia,22,0
2020-02-26,AUS,Australia,23,0
2020-02-27,AUS,Australia,23,0
2020-02-28,AUS,Australia,23,0
2020-02-29,AUS,Australia,24,0
2020-03-01,AUS,Australia,25,0
2020-03-02,AUS,Australia,27,1
2020-03-03,AUS,Australia,33,1
2020-03-04,AUS,Australia,43,1
2020-03-05,AUS,Australia,57,1
2020-03-06,AUS,Australia,57,2
2020-03-07,AUS,Australia,62,2
2020-03-08,AUS,Australia,74,3
2020-03-09,AUS,Australia,77,3
2020-03-10,AUS,Australia,92,3
2020-03-11,AUS,Australia,112,3
2020-03-12,AUS,Australia,122,3
2020-03-13,AUS,Australia,140,3
2020-03-14,AUS,Australia,197,3
2020-03-15,AUS,Australia,249,3
2020-03-16,AUS,Australia,298,5
2020-03-17,AUS,Australia,375,5
2020-01-21,AUT,Austria,0,0
2020-01-22,AUT,Austria,0,0
2020-01-23,AUT,Austria,0,0
2020-01-24,AUT,Austria,0,0
2020-01-25,AUT,Austria,0,0
2020-01-26,AUT,Austria,0,0
2020-01-27,AUT,Austria,0,0
2020-01-28,AUT,Austria,0,0
2020-01-29,AUT,Austria,0,0
2020-01-30,AUT,Austria,0,0
2020-01-31,AUT,Austria,0,0
2020-02-01,AUT,Austria,0,0
2020-02-02,AUT,Austria,0,0
2020-02-03,AUT,Austria,0,0
2020-02-04,AUT,Austria,0,0
2020-02-05,AUT,Austria,0,0
2020-02-06,AUT,Austria,0,0
2020-02-07,AUT,Austria,0,0
2020-02-08,AUT,Austria,0,0
2020-02-09,AUT,Austria,0,0
2020-02-10,AUT,Austria,0,0
2020-02-11,AUT,Austria,0,0
2020-02-12,AUT,Austria,0,0
2020-02-13,AUT,Austria,0,0
2020-02-14,AUT,Austria,0,0
2020-02-15,AUT,Austria,0,0
2020-02-16,AUT,Austria,0,0
2020-02-17,AUT,Austria,0,0
2020-02-18,AUT,Austria,0,0
2020-02-19,AUT,Austria,0,0
2020-02-20,AUT,Austria,0,0
2020-02-21,AUT,Austria,0,0
2020-02-22,AUT,Austria,0,0
2020-02-23,AUT,Austria,0,0
2020-02-24,AUT,Austria,0,0
2020-02-25,AUT,Austria,0,0
2020-02-26,AUT,Austria,2,0
2020-02-27,AUT,Austria,2,0
2020-02-28,AUT,Austria,4,0
2020-02-29,AUT,Austria,5,0
2020-03-01,AUT,Austria,10,0
2020-03-02,AUT,Austria,10,0
2020-03-03,AUT,Austria,18,0
2020-03-04,AUT,Austria,24,0
2020-03-05,AUT,Austria,37,0
2020-03-06,AUT,Austria,47,0
2020-03-07,AUT,Austria,66,0
2020-03-08,AUT,Austria,104,0
2020-03-09,AUT,Austria,112,0
2020-03-10,AUT,Austria,131,0
2020-03-11,AUT,Austria,182,0
2020-03-12,AUT,Austria,302,0
2020-03-13,AUT,Austria,361,1
2020-03-14,AUT,Austria,504,1
2020-03-15,AUT,Austria,800,1
2020-03-16,AUT,Austria,959,1
2020-03-17,AUT,Austria,1132,3
2020-01-21,AZE,Azerbaijan,0,0
2020-01-22,AZE,Azerbaijan,0,0
2020-01-23,AZE,Azerbaijan,0,0
2020-01-24,AZE,Azerbaijan,0,0
2020-01-25,AZE,Azerbaijan,0,0
2020-01-26,AZE,Azerbaijan,0,0
2020-01-27,AZE,Azerbaijan,0,0
2020-01-28,AZE,Azerbaijan,0,0
2020-01-29,AZE,Azerbaijan,0,0
2020-01-30,AZE,Azerbaijan,0,0
2020-01-31,AZE,Azerbaijan,0,0
2020-02-01,AZE,Azerbaijan,0,0
2020-02-02,AZE,Azerbaijan,0,0
2020-02-03,AZE,Azerbaijan,0,0
2020-02-04,AZE,Azerbaijan,0,0
2020-02-05,AZE,Azerbaijan,0,0
2020-02-06,AZE,Azerbaijan,0,0
2020-02-07,AZE,Azerbaijan,0,0
2020-02-08,AZE,Azerbaijan,0,0
2020-02-09,AZE,Azerbaijan,0,0
2020-02-10,AZE,Azerbaijan,0,0
2020-02-11,AZE,Azerbaijan,0,0
2020-02-12,AZE,Azerbaijan,0,0
2020-02-13,AZE,Azerbaijan,0,0
2020-02-14,AZE,Azerbaijan,0,0
2020-02-15,AZE,Azerbaijan,0,0
2020-02-16,AZE,Azerbaijan,0,0
2020-02-17,AZE,Azerbaijan,0,0
2020-02-18,AZE,Azerbaijan,0,0
2020-02-19,AZE,Azerbaijan,0,0
2020-02-20,AZE,Azerbaijan,0,0
2020-02-21,AZE,Azerbaijan,0,0
2020-02-22,AZE,Azerbaijan,0,0
2020-02-23,AZE,Azerbaijan,0,0
2020-02-24,AZE,Azerbaijan,0,0
2020-02-25,AZE,Azerbaijan,0,0
2020-02-26,AZE,Azerbaijan,0,0
2020-02-27,AZE,Azerbaijan,0,0
2020-02-28,AZE,Azerbaijan,0,0
2020-02-29,AZE,Azerbaijan,0,0
2020-03-01,AZE,Azerbaijan,3,0
2020-03-02,AZE,Azerbaijan,3,0
2020-03-03,AZE,Azerbaijan,3,0
2020-03-04,AZE,Azerbaijan,3,0
2020-03-05,AZE,Azerbaijan,3,0
2020-03-06,AZE,Azerbaijan,3,0
2020-03-07,AZE,Azerbaijan,9,0
2020-03-08,AZE,Azerbaijan,9,0
2020-03-09,AZE,Azerbaijan,9,0
2020-03-10,AZE,Azerbaijan,9,0
2020-03-11,AZE,Azerbaijan,9,0
2020-03-12,AZE,Azerbaijan,9,0
2020-03-13,AZE,Azerbaijan,11,0
2020-03-14,AZE,Azerbaijan,11,0
2020-03-15,AZE,Azerbaijan,19,0
2020-03-16,AZE,Azerbaijan,19,0
2020-03-17,AZE,Azerbaijan,19,0
2020-01-21,BEL,Belgium,0,0
2020-01-22,BEL,Belgium,0,0
2020-01-23,BEL,Belgium,0,0
2020-01-24,BEL,Belgium,0,0
2020-01-25,BEL,Belgium,0,0
2020-01-26,BEL,Belgium,0,0
2020-01-27,BEL,Belgium,0,0
2020-01-28,BEL,Belgium,0,0
2020-01-29,BEL,Belgium,0,0
2020-01-30,BEL,Belgium,0,0
2020-01-31,BEL,Belgium,0,0
2020-02-01,BEL,Belgium,0,0
2020-02-02,BEL,Belgium,0,0
2020-02-03,BEL,Belgium,0,0
2020-02-04,BEL,Belgium,0,0
2020-02-05,BEL,Belgium,1,0
2020-02-06,BEL,Belgium,1,0
2020-02-07,BEL,Belgium,1,0
2020-02-08,BEL,Belgium,1,0
2020-02-09,BEL,Belgium,1,0
2020-02-10,BEL,Belgium,1,0
2020-02-11,BEL,Belgium,1,0
2020-02-12,BEL,Belgium,1,0
2020-02-13,BEL,Belgium,1,0
2020-02-14,BEL,Belgium,1,0
2020-02-15,BEL,Belgium,1,0
2020-02-16,BEL,Belgium,1,0
2020-02-17,BEL,Belgium,1,0
2020-02-18,BEL,Belgium,1,0
2020-02-19,BEL,Belgium,1,0
2020-02-20,BEL,Belgium,1,0
2020-02-21,BEL,Belgium,1,0
2020-02-22,BEL,Belgium,1,0
2020-02-23,BEL,Belgium,1,0
2020-02-24,BEL,Belgium,1,0
2020-02-25,BEL,Belgium,1,0
2020-02-26,BEL,Belgium,1,0
2020-02-27,BEL,Belgium,1,0
2020-02-28,BEL,Belgium,1,0
